,CR1000X,3875,CR1000X.Std.02.00,CPU:NipikaV2.CR1X,54039,Table1,,,,,,,,,,,
TIMESTAMP,BattV_Avg,BP_hPa_Avg,AirTC_Avg,AirTC_Std,RH,T109_C_1_Avg,T109_C_2_Avg,T109_C_3_Avg,WS_ms_Avg,WS_ms_Std,WindDir,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,DT_W_Avg,TCDT_W_Avg,DBTCDT_W
UTC,Volts,hPa,Deg C,Deg C,%,Deg C,Deg C,Deg C,meters/second,meters/second,degrees,meters/second,Deg,Deg,cm,cm,cm
,Avg,Avg,Avg,Std,Smp,Avg,Avg,Avg,Avg,Std,Smp,WVc,WVc,WVc,Avg,Avg,Smp
2018-11-08 12:00,12.73,904.183,-14.5,0.113,90.2,2.956,-20.19,-18.82,0,0,114.1,0,0,0,219.1,213.2,-1.038
2018-11-08 12:15,12.72,904.2076,-14.52,0.124,90.9,2.949,-19.94,-18.7,0,0,114.2,0,0,0,219,213.1,-1.778
2018-11-08 12:30,12.73,904.2076,-14.73,0.144,89.8,2.942,-20.05,-18.82,0,0,114.2,0,0,0,219.4,213.4,-2.495
2018-11-08 12:45,12.73,904.2076,-14.92,0.033,89.6,2.936,-19.81,-18.67,0,0,114.1,0,0,0,219.2,213.1,-1.517
2018-11-08 13:00,12.72,904.2247,-15.05,0.048,90.5,2.929,-20.09,-19.02,0,0,114,0,0,0,219,212.9,-1.054
2018-11-08 13:15,12.71,904.4648,-15.16,0.074,90.2,2.923,-20.14,-19.12,0,0,114.2,0,0,0,219.3,213.2,-1.484
2018-11-08 13:30,12.72,904.4648,-15.23,0.05,90.2,2.916,-20.05,-18.79,0,0,114.2,0,0,0,219.4,213.2,-1.337
2018-11-08 13:45,12.72,904.4648,-15.35,0.107,89.5,2.909,-20.11,-19.3,0,0,114.2,0,0,0,219.4,213.2,-1.776
2018-11-08 14:00,12.71,904.4772,-15.6,0.07,89.7,2.903,-20.51,-19.83,0,0,114.2,0,0,0,219.3,212.9,-1.514
2018-11-08 14:15,12.7,904.6512,-15.58,0.04,89.7,2.897,-20.58,-19.42,0,0,114.2,0,0,0,219,212.6,-0.662
2018-11-08 14:30,12.71,904.6512,-15.61,0.042,89.2,2.89,-20.7,-19.77,0,0,114.1,0,0,0,218.8,212.5,-1.05
2018-11-08 14:45,12.71,904.6512,-15.75,0.073,90,2.884,-20.17,-19.18,0,0,114.1,0,0,0,218.8,212.4,0.052
2018-11-08 15:00,12.7,904.6795,-15.38,0.196,90.6,2.878,-17.94,-17.51,0,0,114.2,0,0,0,218,211.8,0.39
2018-11-08 15:15,12.74,905.0758,-14.6,0.19,90.7,2.871,-15.09,-15.22,0,0,114.2,0,0,0,217,211.1,1.017
2018-11-08 15:30,12.84,905.0758,-13.63,0.283,90.7,2.865,-13.08,-13.26,0,0,114.2,0,0,0,216.1,210.6,1.274
2018-11-08 15:45,12.94,905.0758,-12.64,0.296,91,2.859,-11.91,-12.09,0,0,114.2,0,0,0,215.5,210.5,1.324
2018-11-08 16:00,13.06,905.0904,-11.68,0.248,90.1,2.853,-10.93,-11.1,0,0,113.8,0,0,0,215,210.4,1.506
2018-11-08 16:15,13.26,905.2941,-10.89,0.239,90.2,2.847,-9.87,-10.02,0,0,114.3,0,0,0,214.8,210.5,1.229
2018-11-08 16:30,13.91,905.2941,-10.07,0.254,89.9,2.841,-9.17,-9.24,0,0,114.3,0,0,0,214.7,210.7,1.103
2018-11-08 16:45,14.7,905.2941,-9.24,0.227,88.9,2.835,-8.31,-8.46,0,0,114.4,0,0,0,214.4,210.8,0.939
2018-11-08 17:00,14.7,905.3069,-8.44,0.344,87,2.829,-7.375,-7.608,0,0,114,0,0,0,214.2,210.9,0.91
2018-11-08 17:15,14.72,905.4865,-7.771,0.183,86.5,2.823,-6.741,-7.059,0,0,318.4,0,0,0,214.2,211.2,0.526
2018-11-08 17:30,14.72,905.4865,-7.063,0.084,85.9,2.817,-6.84,-7.005,0,0,318.3,0,0,0,214.2,211.4,0.426
2018-11-08 17:45,14.73,905.4865,-6.19,0.539,78.68,2.812,-4.774,-5.054,0,0,228,0,0,0,214.2,211.7,0.142
2018-11-08 18:00,14.72,905.4961,-5.581,0.412,76.69,2.806,-2.671,-3.113,0,0,223.4,0,0,0,214,211.8,-0.316
2018-11-08 18:15,14.73,905.6302,-4.385,0.233,73.38,2.801,-2.567,-3.729,0.031,0.064,61.21,0.031,74.87,6.995,214,212.2,-0.587
2018-11-08 18:30,14.72,905.6302,-4.198,0.162,72.84,2.796,-2.176,-2.581,0.003,0.007,65.16,0.003,136,21.89,214,212.4,-0.551
2018-11-08 18:45,14.23,905.6302,-4.009,0.292,71.78,2.791,0.279,-1.546,0.237,0.18,91.8,0.237,78.08,30.32,213.8,212.2,-0.403
2018-11-08 19:00,14.19,905.6038,-3.954,0.191,68.86,2.786,1.836,-0.951,0.267,0.24,132,0.267,342.7,57.82,213.7,212.2,-0.618
2018-11-08 19:15,14.12,905.234,-3.311,0.259,70.31,2.781,2.214,-0.46,0.347,0.361,60.73,0.347,61.79,85.7,213.3,212,0.488
2018-11-08 19:30,14.12,905.234,-3.188,0.376,71.05,2.776,3.285,0.676,0.442,0.336,282.3,0.442,20.68,85.4,212.9,211.7,0.587
2018-11-08 19:45,14.15,905.234,-3.209,0.189,67.68,2.771,3.279,1.498,0.407,0.219,354.5,0.407,354.7,86,212.6,211.3,0.404
2018-11-08 20:00,14.16,905.2099,-3.165,0.114,69.16,2.767,2.82,1.5,0.596,0.378,240,0.596,317.3,80.6,212.8,211.6,0.428
2018-11-08 20:15,14.17,904.8731,-2.728,0.15,64.54,2.762,2.642,1.428,0.466,0.212,192,0.466,199.7,44.95,212.6,211.5,0.276
2018-11-08 20:30,14.17,904.8731,-2.441,0.102,65.24,2.758,2.66,1.935,0.674,0.367,270,0.674,226.6,40.44,212.4,211.5,0.241
2018-11-08 20:45,14.17,904.8731,-2.166,0.181,66.11,2.754,2.475,2.304,0.586,0.308,156.6,0.586,198.1,39.02,212.5,211.7,0.136
2018-11-08 21:00,14.17,904.8578,-1.923,0.215,63.5,2.749,2.026,2.003,0.5,0.291,204.6,0.5,177.4,50.45,212.5,211.8,-0.13
2018-11-08 21:15,14.17,904.6442,-1.359,0.279,59.96,2.745,1.425,1.529,0.224,0.247,257.4,0.224,219.1,51.11,212.7,212.1,-0.521
2018-11-08 21:30,14.15,904.6442,-0.813,0.421,66.16,2.741,0.861,1.323,0.202,0.335,240.4,0.202,176.7,34.09,212.6,212.3,-0.366
2018-11-08 21:45,14.2,904.6442,-1.766,0.218,65.64,2.738,-2.045,-0.517,0.591,0.278,195.7,0.591,220,30.09,212.6,212,-0.23
2018-11-08 22:00,14.23,904.6359,-1.715,0.173,67.52,2.734,-2.004,-1.045,0.603,0.407,197.6,0.603,219.6,26.88,212.6,211.9,-0.024
2018-11-08 22:15,14.29,904.5212,-1.757,0.206,69.31,2.73,-2.437,-1.238,0.57,0.379,189.9,0.57,201.2,39.68,212.7,212,0.017
2018-11-08 22:30,14.39,904.5212,-3.02,0.421,77.32,2.726,-5.215,-4.37,0.31,0.355,219.8,0.31,212.9,20.28,212.9,211.8,0.304
2018-11-08 22:45,14.49,904.5212,-3.845,0.243,88.4,2.723,-7.758,-6.496,0.009,0.03,199.6,0.009,195.7,6.334,213.3,211.8,0.117
2018-11-08 23:00,14.4,904.5323,-4.489,0.131,90.8,2.719,-8.94,-7.305,0,0,213.8,0,0,0,213.6,211.8,0.133
2018-11-08 23:15,14.59,904.6875,-4.954,0.156,93.7,2.716,-9.74,-8.01,0,0,274.2,0,0,0,213.8,211.9,-0.151
2018-11-08 23:30,14.59,904.6875,-5.441,0.204,94.2,2.713,-10.3,-8.41,0,0,274.2,0,0,0,214,211.9,0.043
2018-11-08 23:45,14.09,904.6875,-6.055,0.165,94.4,2.71,-11.05,-9.09,0.025,0.079,236.2,0.025,259.2,8.47,214.2,211.8,-0.01
2018-11-09 0:00,13.91,904.6959,-6.194,0.078,91,2.706,-10.06,-8.6,0.026,0.041,350.5,0.026,298.6,24.05,214.2,211.7,-0.343
2018-11-09 0:15,13.79,904.8116,-7.087,0.267,94.3,2.703,-11.54,-10.2,0.017,0.053,196.3,0.017,204.5,0.424,214.6,211.8,-0.114
2018-11-09 0:30,13.72,904.8116,-7.861,0.207,95.3,2.7,-12.83,-11.01,0,0,196.2,0,0,0,214.8,211.7,0.266
2018-11-09 0:45,13.65,904.8116,-8.49,0.138,95.2,2.696,-13.07,-11.46,0,0,196.3,0,0,0,215,211.7,0.209
2018-11-09 1:00,13.57,904.8431,-8.96,0.12,96.3,2.693,-13.48,-12.03,0,0,196.3,0,0,0,215.2,211.7,0.123
2018-11-09 1:15,13.48,905.2852,-9.24,0.102,94.2,2.689,-13.83,-12.33,0,0,159.4,0,0,0,215.4,211.7,0.107
2018-11-09 1:30,13.44,905.2852,-9.68,0.132,94.3,2.685,-14.55,-12.97,0,0,159.3,0,0,0,215.5,211.7,0.088
2018-11-09 1:45,13.39,905.2852,-10.11,0.079,95.9,2.682,-14.7,-13.15,0,0,159.3,0,0,0,215.6,211.6,0.109
2018-11-09 2:00,13.33,905.3214,-10.31,0.084,94.3,2.678,-15.12,-13.61,0,0,159.4,0,0,0,215.8,211.7,0.188
2018-11-09 2:15,13.27,905.8265,-10.45,0.035,95.6,2.674,-14.93,-13.51,0,0,97.7,0,0,0,215.8,211.6,0.254
2018-11-09 2:30,13.24,905.8265,-10.52,0.112,93.9,2.67,-14.91,-13.43,0,0,97.9,0,0,0,215.9,211.7,0.05
2018-11-09 2:45,13.21,905.8265,-10.72,0.072,95.2,2.666,-15.01,-13.7,0,0,97.9,0,0,0,215.9,211.6,0.215
2018-11-09 3:00,13.16,905.8366,-10.86,0.115,93.4,2.661,-15,-13.78,0,0,97.9,0,0,0,215.9,211.6,0.144
2018-11-09 3:15,13.11,905.9773,-11.03,0.099,93.1,2.657,-15.01,-13.75,0,0,98,0,0,0,216,211.6,0.226
2018-11-09 3:30,13.09,905.9773,-11.32,0.124,91.7,2.653,-14.98,-13.87,0,0,98,0,0,0,216.1,211.6,0.162
2018-11-09 3:45,13.08,905.9773,-11.68,0.038,92.3,2.648,-15.48,-14.44,0,0,98,0,0,0,216.3,211.6,0.129
2018-11-09 4:00,13.04,905.9666,-11.87,0.082,92.6,2.644,-15.99,-14.87,0,0,98,0,0,0,216.4,211.7,0.221
2018-11-09 4:15,13,905.8164,-12.09,0.075,91.7,2.639,-15.9,-14.84,0,0,98,0,0,0,216.6,211.7,0.25
2018-11-09 4:30,13,905.8164,-12.37,0.097,91.7,2.634,-15.98,-15.06,0,0,98.1,0,0,0,216.7,211.8,-0.137
2018-11-09 4:45,12.98,905.8164,-12.72,0.098,91.7,2.63,-16.25,-15.52,0,0,98.1,0,0,0,216.8,211.7,0.033
2018-11-09 5:00,12.95,905.8232,-12.93,0.052,91.9,2.625,-16.35,-15.58,0,0,98,0,0,0,217,211.8,0
2018-11-09 5:15,12.93,905.9187,-12.96,0.072,92,2.62,-15.64,-15.01,0,0,98,0,0,0,216.9,211.7,0.11
2018-11-09 5:30,12.93,905.9187,-12.69,0.093,92.2,2.616,-14.31,-14.12,0,0,98.1,0,0,0,216.7,211.6,0.138
2018-11-09 5:45,12.92,905.9187,-12.25,0.128,92,2.611,-12.96,-12.98,0,0,97.9,0,0,0,216.4,211.5,0.359
2018-11-09 6:00,12.89,905.921,-11.82,0.183,92.3,2.606,-11.97,-12.11,0,0,98,0,0,0,216.1,211.4,0.405
2018-11-09 6:15,12.87,905.9542,-11.37,0.066,90.9,2.601,-12.19,-12.21,0,0,98,0,0,0,216,211.4,0.341
2018-11-09 6:30,12.87,905.9542,-11.64,0.074,92.6,2.597,-13.85,-13.45,0,0,97.9,0,0,0,216.2,211.5,0.269
2018-11-09 6:45,12.87,905.9542,-11.75,0.103,91.2,2.592,-14.03,-13.54,0,0,98,0,0,0,216.3,211.6,0.314
2018-11-09 7:00,12.85,905.934,-11.99,0.039,92.1,2.587,-13.68,-13.41,0,0,98,0,0,0,216.3,211.5,0.378
2018-11-09 7:15,12.83,905.6514,-11.91,0.036,91.5,2.583,-13.22,-13.09,0,0,184.7,0,0,0,216.2,211.5,0.304
2018-11-09 7:30,12.84,905.6514,-12.03,0.03,91.4,2.578,-13.69,-13.47,0,0,132.8,0,0,0,216.3,211.5,0.323
2018-11-09 7:45,12.84,905.6514,-12.06,0.066,91.2,2.574,-14.03,-13.78,0,0,132.8,0,0,0,216.3,211.5,0.265
2018-11-09 8:00,12.81,905.6198,-11.98,0.126,92.2,2.569,-12.87,-12.77,0,0,132.7,0,0,0,216.2,211.4,0.446
2018-11-09 8:15,12.8,905.1768,-11.52,0.128,91.7,2.565,-11.56,-11.66,0,0,132.6,0,0,0,215.9,211.3,0.475
2018-11-09 8:30,12.81,905.1768,-11.05,0.193,92.1,2.56,-10.57,-10.76,0.001,0.002,152.1,0.001,240.1,0.004,215.7,211.3,0.479
2018-11-09 8:45,12.81,905.1768,-10.5,0.143,92,2.556,-10.08,-10.21,0.008,0.024,98.6,0.008,119.2,13.99,215.4,211.3,0.567
2018-11-09 9:00,12.79,905.1431,-10.15,0.075,92,2.552,-9.8,-9.93,0,0,98.6,0,0,0,215.3,211.2,0.561
2018-11-09 9:15,12.78,904.671,-9.95,0.045,92,2.547,-9.53,-9.68,0.006,0.022,187.9,0.006,178.8,0,215.2,211.3,0.526
2018-11-09 9:30,12.79,904.671,-9.84,0.019,91.6,2.543,-9.77,-9.92,0,0,146.2,0,0,0,215.2,211.3,0.466
2018-11-09 9:45,12.79,904.671,-9.82,0.032,92.1,2.539,-9.71,-9.86,0,0,216.6,0,0,0,215.2,211.2,0.49
2018-11-09 10:00,12.77,904.6119,-9.74,0.021,92,2.535,-9.7,-9.84,0,0,251.4,0,0,0,215.2,211.3,0.497
2018-11-09 10:15,12.76,903.7838,-9.66,0.043,92.5,2.53,-9.42,-9.56,0,0,195.3,0,0,0,215.1,211.2,0.516
2018-11-09 10:30,12.77,903.7838,-9.47,0.061,92.5,2.526,-9.15,-9.31,0,0,88.3,0,0,0,215,211.3,0.544
2018-11-09 10:45,12.78,903.7838,-9.12,0.163,93.2,2.522,-8.88,-9.01,0,0,52.15,0,0,0,214.8,211.2,0.612
2018-11-09 11:00,12.76,903.7253,-8.71,0.076,93.3,2.518,-8.39,-8.51,0,0,55.28,0,0,0,214.7,211.3,0.504
2018-11-09 11:15,12.76,902.9057,-8.42,0.091,93.2,2.515,-8.06,-8.21,0,0,55.21,0,0,0,214.6,211.2,0.536
2018-11-09 11:30,12.77,902.9057,-8.24,0.021,93.3,2.511,-7.912,-8.04,0,0,55.07,0,0,0,214.5,211.3,0.469
2018-11-09 11:45,12.77,902.9057,-8.08,0.053,93.4,2.507,-7.799,-7.965,0,0,22.67,0,0,0,214.5,211.3,0.506
2018-11-09 12:00,12.76,902.8537,-7.953,0.023,93.4,2.503,-7.711,-7.832,0,0,22.72,0,0,0,214.4,211.3,0.477
2018-11-09 12:15,12.75,902.1251,-7.944,0.019,93.4,2.5,-7.644,-7.763,0.001,0.002,140.9,0.001,167.3,0.004,214.4,211.3,0.468
2018-11-09 12:30,12.77,902.1251,-7.923,0.017,93.4,2.496,-7.581,-7.726,0,0,176.6,0,0,0,214.4,211.3,0.449
2018-11-09 12:45,12.77,902.1251,-7.884,0.013,93.5,2.492,-7.62,-7.75,0.001,0.004,198.5,0.001,241.7,2.167,214.4,211.3,0.473
2018-11-09 13:00,12.76,902.0281,-7.867,0.012,93.4,2.489,-7.735,-7.867,0.003,0.011,159.4,0.003,219.3,0,214.4,211.3,0.477
2018-11-09 13:15,12.76,900.6705,-7.865,0.013,93.4,2.485,-7.73,-7.861,0.019,0.028,233.7,0.019,195.8,6.509,214.4,211.3,0.449
2018-11-09 13:30,12.77,900.6705,-7.829,0.021,93.3,2.482,-7.699,-7.826,0.038,0.048,22.86,0.038,199.6,18.67,214.4,211.3,0.493
2018-11-09 13:45,12.78,900.6705,-7.778,0.02,93.4,2.479,-7.715,-7.832,0.03,0.057,150.4,0.03,198.8,15.34,214.4,211.3,0.439
2018-11-09 14:00,12.76,900.5956,-7.723,0.029,93.6,2.475,-7.621,-7.742,0.006,0.013,55.22,0.006,66.84,1.775,214.4,211.3,0.43
2018-11-09 14:15,12.76,899.5469,-7.65,0.031,93.2,2.472,-7.563,-7.692,0.015,0.024,53.08,0.015,131.7,71.88,214.4,211.3,0.397
2018-11-09 14:30,12.77,899.5469,-7.575,0.012,93.5,2.468,-7.503,-7.613,0.005,0.02,129,0.005,41.9,0.004,214.3,211.4,0.424
2018-11-09 14:45,12.78,899.5469,-7.476,0.051,93.4,2.465,-7.339,-7.471,0.005,0.01,47.81,0.005,61.61,9.68,214.3,211.4,0.438
2018-11-09 15:00,12.77,899.4955,-7.328,0.035,93.2,2.462,-7.275,-7.392,0,0,242.2,0,0,0,214.2,211.4,0.437
2018-11-09 15:15,12.76,898.7759,-7.276,0.02,93.9,2.459,-7.157,-7.273,0.08,0.117,252.1,0.08,224.1,13.79,214.2,211.4,0.43
2018-11-09 15:30,12.79,898.7759,-7.137,0.059,93.4,2.455,-7.016,-7.121,0.081,0.121,122.1,0.081,189.3,38.7,214.2,211.4,0.384
2018-11-09 15:45,12.82,898.7759,-6.921,0.073,93.2,2.452,-6.692,-6.815,0.007,0.025,85.5,0.007,75.89,0.004,214.1,211.4,0.4
2018-11-09 16:00,12.84,898.7217,-6.755,0.048,93.6,2.449,-6.367,-6.528,0.064,0.078,182.3,0.064,236.2,11.26,214,211.4,0.394
2018-11-09 16:15,12.85,897.9636,-6.536,0.062,93.1,2.446,-6.189,-6.326,0,0,159.3,0,0,0,214.2,211.6,0.012
2018-11-09 16:30,12.89,897.9636,-6.371,0.04,93.3,2.443,-5.907,-6.039,0.02,0.048,214,0.02,218.9,14.14,214.7,212.2,-0.596
2018-11-09 16:45,12.92,897.9636,-6.226,0.082,93.4,2.44,-5.81,-5.934,0.022,0.05,210.6,0.022,199.6,7.434,214.5,212,-0.324
2018-11-09 17:00,12.93,897.9026,-5.962,0.087,92.8,2.437,-5.531,-5.66,0.012,0.035,230.8,0.012,215.2,1.438,215.1,212.7,-1.659
2018-11-09 17:15,12.94,897.051,-5.784,0.047,93.2,2.434,-5.273,-5.438,0.004,0.01,225.5,0.004,201.3,7.901,214.9,212.6,-0.445
2018-11-09 17:30,12.99,897.051,-5.528,0.094,92.3,2.431,-5.018,-5.174,0.003,0.012,336.9,0.003,168.5,0,214.4,212.2,-0.162
2018-11-09 17:45,13.04,897.051,-5.233,0.058,92.2,2.428,-4.597,-4.768,0,0,218,0,0,0,213.4,211.4,0.66
2018-11-09 18:00,13.08,896.9869,-5.088,0.104,92.7,2.425,-4.358,-4.545,0,0,264.5,0,0,0,213.1,211.1,0.645
2018-11-09 18:15,13.11,896.0889,-4.623,0.179,92.5,2.422,-3.978,-4.165,0,0,141.5,0,0,0,213.7,211.9,-0.635
2018-11-09 18:30,13.21,896.0889,-4.044,0.149,90.7,2.419,-3.329,-3.569,0,0,54.64,0,0,0,213.6,212.1,0.137
2018-11-09 18:45,13.27,896.0889,-3.809,0.058,91.6,2.416,-3.108,-3.386,0,0,88.8,0,0,0,212.8,211.3,0.572
2018-11-09 19:00,13.32,896.028,-3.58,0.116,90.2,2.413,-2.766,-3.05,0,0,112.1,0,0,0,212.5,211.1,0.878
2018-11-09 19:15,13.42,895.1752,-3.184,0.107,89.4,2.411,-2.134,-2.581,0,0,146.8,0,0,0,213.2,211.9,-3.494
2018-11-09 19:30,13.54,895.1752,-2.919,0.109,89,2.408,-1.617,-2.307,0,0,120.5,0,0,0,214,212.9,0.036
2018-11-09 19:45,13.65,895.1752,-2.768,0.094,88.1,2.405,-1.332,-2.148,0,0,180.9,0,0,0,213.4,212.3,-1.228
2018-11-09 20:00,13.74,895.1159,-2.658,0.049,88.9,2.403,-1.289,-2.03,0,0,182.9,0,0,0,213.9,212.9,-0.711
2018-11-09 20:15,13.76,894.2845,-2.788,0.061,89.6,2.4,-1.655,-2.263,0.251,0.324,196.8,0.251,148.1,35.46,213.4,212.3,-1.282
2018-11-09 20:30,13.86,894.2845,-2.49,0.096,87.9,2.398,-1.031,-1.653,0.238,0.315,131.8,0.238,142.8,40.95,213.5,212.5,0.443
2018-11-09 20:45,13.91,894.2845,-2.505,0.05,89.6,2.395,-1.377,-1.772,0.143,0.209,208,0.143,158.8,36.49,212.6,211.6,-0.35
2018-11-09 21:00,13.88,894.246,-2.468,0.069,88.8,2.393,-1.596,-1.909,0.188,0.263,178,0.188,171.5,21.5,214.4,213.4,-1.816
2018-11-09 21:15,13.85,893.7067,-2.506,0.052,89,2.391,-1.773,-1.994,0.215,0.212,184,0.215,155.2,34.01,214.7,213.7,-2.655
2018-11-09 21:30,13.86,893.7067,-2.316,0.109,89.2,2.388,-1.193,-1.45,0.025,0.085,200,0.025,87.8,31.8,214.5,213.6,-0.004
2018-11-09 21:45,13.85,893.7067,-2.229,0.087,90.2,2.386,-1.384,-1.584,0.154,0.203,194.5,0.154,166.8,26.03,213.5,212.6,-0.22
2018-11-09 22:00,13.81,893.6917,-2.261,0.074,89.2,2.384,-1.537,-1.701,0.071,0.154,292.9,0.071,148.1,28.97,212.8,211.9,0.155
2018-11-09 22:15,13.82,893.4824,-2.086,0.042,88.4,2.381,-0.978,-1.183,0.088,0.2,184.9,0.088,148.2,40.27,212.3,211.4,0.287
2018-11-09 22:30,13.8,893.4824,-2.143,0.077,89.6,2.379,-1.63,-1.746,0.076,0.143,82.1,0.076,165.1,10.76,184.3,183.6,0.254
2018-11-09 22:45,13.75,893.4824,-2.317,0.071,90.1,2.377,-2.166,-2.2,0.036,0.106,31.65,0.036,109.5,29.45,70.72,70.42,211.8
2018-11-09 23:00,13.67,893.4431,-2.555,0.061,92,2.375,-2.66,-2.636,0.131,0.195,216.8,0.131,196.1,24.94,70.64,70.3,211.8
2018-11-09 23:15,13.57,892.8925,-2.617,0.014,92.2,2.373,-2.852,-2.793,0,0,65.66,0,0,0,169.3,168.5,1.116
2018-11-09 23:30,13.52,892.8925,-2.651,0.045,91.3,2.371,-2.882,-2.893,0,0,229,0,0,0,211.7,210.6,1.402
2018-11-09 23:45,13.46,892.8925,-2.716,0.123,92.6,2.368,-3.984,-3.586,0,0,199.6,0,0,0,211.9,210.8,0.727
2018-11-10 0:00,13.37,892.8776,-3.172,0.145,95.1,2.366,-5.823,-4.975,0,0,187.2,0,0,0,212,210.8,1.13
2018-11-10 0:15,13.29,892.6705,-3.503,0.034,97,2.364,-6.021,-5.064,0,0,187,0,0,0,211.7,210.3,1.748
2018-11-10 0:30,13.26,892.6705,-3.5,0.042,97.1,2.362,-4.813,-4.395,0,0,76.87,0,0,0,211.5,210.2,1.808
2018-11-10 0:45,13.22,892.6705,-3.446,0.018,97.2,2.36,-4.492,-4.196,0,0,77.06,0,0,0,211.5,210.2,1.585
2018-11-10 1:00,13.17,892.6962,-3.433,0.019,97.3,2.358,-4.439,-4.15,0,0,288,0,0,0,211.9,210.5,0.905
2018-11-10 1:15,13.11,893.0561,-3.39,0.023,97,2.356,-4.365,-4.221,0,0,293.7,0,0,0,212.3,211,0.724
2018-11-10 1:30,13.09,893.0561,-3.382,0.026,96.9,2.354,-4.028,-3.887,0,0,85.3,0,0,0,212.5,211.2,0.211
2018-11-10 1:45,13.07,893.0561,-3.411,0.016,97.3,2.352,-4.177,-4.018,0,0,217.6,0,0,0,212.3,211,1.327
2018-11-10 2:00,13.03,893.056,-3.54,0.097,97.2,2.35,-5.385,-4.697,0,0,1.387,0,0,0,212.4,211,0.877
2018-11-10 2:15,12.99,893.0543,-4.044,0.187,97.2,2.348,-7.68,-6.204,0,0,1.396,0,0,0,212.6,211,0.766
2018-11-10 2:30,12.99,893.0543,-4.389,0.055,98.3,2.346,-7.998,-6.544,0,0,187.6,0,0,0,212.7,210.9,0.68
2018-11-10 2:45,12.97,893.0543,-4.549,0.057,96.9,2.344,-7.592,-6.493,0,0,41.31,0,0,0,212.9,211.1,0.611
2018-11-10 3:00,12.94,893.0707,-4.753,0.043,98,2.342,-7.191,-6.358,0,0,41.31,0,0,0,213.1,211.2,-0.076
2018-11-10 3:15,12.91,893.3,-4.637,0.029,97.6,2.34,-6.482,-5.976,0,0,40.84,0,0,0,213.1,211.3,0.485
2018-11-10 3:30,12.91,893.3,-4.531,0.051,97.2,2.338,-5.856,-5.545,0,0,53.03,0,0,0,214.1,212.3,0.877
2018-11-10 3:45,12.91,893.3,-4.558,0.035,97.2,2.337,-6.246,-5.71,0,0,52.92,0,0,0,212.4,210.7,1.069
2018-11-10 4:00,12.88,893.316,-4.727,0.059,97.3,2.335,-7.705,-6.515,0,0,53.13,0,0,0,212.6,210.7,1.01
2018-11-10 4:15,12.86,893.5399,-5.185,0.217,97.5,2.333,-9.71,-7.902,0,0,53.27,0,0,0,212.9,210.9,1.146
2018-11-10 4:30,12.87,893.5399,-5.433,0.113,96.8,2.331,-10.25,-8.4,0,0,73.91,0,0,0,213.6,211.4,0.548
2018-11-10 4:45,12.87,893.5399,-5.871,0.109,97,2.329,-9.4,-8.13,0,0,253,0,0,0,213.2,210.9,0.37
2018-11-10 5:00,12.85,893.5638,-5.75,0.059,96,2.327,-8.02,-7.385,0,0,114.2,0,0,0,213.1,210.8,1.154
2018-11-10 5:15,12.84,893.8984,-5.854,0.054,96.2,2.325,-7.974,-7.384,0,0,114.2,0,0,0,212.9,210.6,1.132
2018-11-10 5:30,12.85,893.8984,-6.122,0.112,95.5,2.324,-9.47,-8.32,0,0,114.6,0,0,0,213.2,210.8,1.001
2018-11-10 5:45,12.85,893.8984,-6.682,0.199,95.2,2.322,-11.48,-9.53,0,0,114.4,0,0,0,213.7,211.1,-0.114
2018-11-10 6:00,12.83,893.9257,-7.359,0.207,94.4,2.32,-12.33,-10.78,0,0,114.3,0,0,0,213.7,210.8,0.865
2018-11-10 6:15,12.82,894.3088,-7.939,0.1,95.2,2.318,-13.49,-11.43,0,0,114.6,0,0,0,213.8,210.7,1.41
2018-11-10 6:30,12.83,894.3088,-8.28,0.141,93.9,2.316,-12.57,-10.92,0,0,124.2,0,0,0,214.3,211,0.815
2018-11-10 6:45,12.83,894.3088,-8.68,0.077,94,2.315,-12.78,-11.26,0,0,124.2,0,0,0,214.7,211.2,0.235
2018-11-10 7:00,12.81,894.3494,-8.85,0.026,94.6,2.313,-12.49,-11.4,0,0,124.2,0,0,0,214.4,210.9,1.588
2018-11-10 7:15,12.8,894.9169,-8.4,0.209,95.4,2.311,-9.36,-9.28,0,0,124,0,0,0,213.8,210.5,1.241
2018-11-10 7:30,12.81,894.9169,-7.779,0.21,95.7,2.309,-7.802,-7.956,0,0,124.2,0,0,0,213.9,210.8,0.861
2018-11-10 7:45,12.81,894.9169,-7.285,0.069,95.3,2.307,-7.235,-7.357,0,0,124.1,0,0,0,213.9,211,0.571
2018-11-10 8:00,12.8,894.9427,-7.063,0.045,95.2,2.305,-6.978,-7.083,0,0,124.1,0,0,0,214,211.2,0.557
2018-11-10 8:15,12.79,895.3054,-6.778,0.067,95.5,2.303,-7.044,-7.094,0,0,123.9,0,0,0,213.9,211.3,0.459
2018-11-10 8:30,12.8,895.3054,-6.613,0.052,95.1,2.301,-6.736,-6.793,0,0,123.4,0,0,0,213.9,211.3,0.458
2018-11-10 8:45,12.81,895.3054,-6.5,0.06,95.4,2.299,-6.427,-6.544,0,0,124,0,0,0,213.9,211.3,0.447
2018-11-10 9:00,12.8,895.3202,-6.291,0.083,95.9,2.297,-6.367,-6.426,0,0,123.3,0,0,0,213.8,211.3,0.466
