,CR1000X,3875,CR1000X.Std.02.00,CPU:NipikaV2.CR1X,54039,Table1,,,,,,,,,,,
TIMESTAMP,BattV_Avg,BP_hPa_Avg,AirTC_Avg,AirTC_Std,RH,T109_C_1_Avg,T109_C_2_Avg,T109_C_3_Avg,WS_ms_Avg,WS_ms_Std,WindDir,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,DT_W_Avg,TCDT_W_Avg,DBTCDT_W
UTC,Volts,hPa,Deg C,Deg C,%,Deg C,Deg C,Deg C,meters/second,meters/second,degrees,meters/second,Deg,Deg,cm,cm,cm
,Avg,Avg,Avg,Std,Smp,Avg,Avg,Avg,Avg,Std,Smp,WVc,WVc,WVc,Avg,Avg,Smp
2019-04-20 15:00,14.73,888.988,2.544,0.103,95.9,4.5,3.049,2.823,0.37,0.31,208.8,0.37,332.9,74.15,214.5,215.5,-4.258
2019-04-20 15:15,14.74,889.2293,2.984,0.098,93.2,4.466,4.046,3.681,0.412,0.289,83,0.412,18.71,65.41,214.3,215.5,-3.681
2019-04-20 15:30,14.74,889.2293,3.394,0.15,90.4,4.433,4.421,4.051,0.536,0.446,34.15,0.536,17.04,53.97,214.2,215.5,-3.841
2019-04-20 15:45,14.74,889.2293,4.01,0.251,84.1,4.402,4.889,4.553,0.402,0.33,112.6,0.402,42.95,81.5,214,215.6,-3.519
2019-04-20 16:00,14.74,889.2321,4.704,0.272,77.05,4.376,5.338,4.954,0.614,0.352,36.25,0.614,24.89,63.59,213.9,215.8,-4.132
2019-04-20 16:15,14.75,889.2701,5.67,0.327,71.57,4.356,6.618,6.135,0.512,0.307,43.67,0.512,349.9,56.58,213.6,215.8,-4.199
2019-04-20 16:30,14.56,889.2701,6.843,0.213,58.81,4.342,8.47,7.968,0.938,0.489,316.1,0.938,319.9,74.01,212.8,215.5,-3.355
2019-04-20 16:45,14.16,889.2701,7.049,0.233,53.1,4.337,8.66,8.22,1.611,0.441,291,1.611,323.4,53.97,213.2,215.9,-4.259
2019-04-20 17:00,14.12,889.252,7.763,0.297,56.34,4.34,9.42,9,1.544,0.609,0.173,1.544,309.4,54.19,212.9,216,-4.405
2019-04-20 17:15,14.05,888.999,8.49,0.215,47.94,4.353,10.28,9.59,1.121,0.484,8.49,1.121,34.33,65.87,212.9,216.2,-5.036
2019-04-20 17:30,14.01,888.999,9.19,0.208,42.37,4.376,11.84,10.67,1.104,0.553,241,1.104,336.2,59.64,213,216.5,-4.172
2019-04-20 17:45,13.99,888.999,9.57,0.324,40.33,4.408,13.57,11.92,1.205,0.663,16.37,1.205,317.4,54.47,212.4,216.1,-4.942
2019-04-20 18:00,13.95,888.9998,10.21,0.121,35.55,4.45,14.84,14.31,0.941,0.408,293,0.941,357.5,41.8,212.1,216,-4.347
2019-04-20 18:15,13.9,889.0109,10.74,0.217,35.31,4.502,16.07,15.64,0.645,0.3,290.6,0.645,343.6,82.3,211.9,216,-4.333
2019-04-20 18:30,13.87,889.0109,10.79,0.281,35.8,4.562,16.36,15.73,1.053,0.566,35.47,1.053,293.3,85.6,211.7,215.8,-4.062
2019-04-20 18:45,13.87,889.0109,11.11,0.205,35.66,4.632,16.74,16.08,0.803,0.413,63.6,0.803,21.33,60.19,211.5,215.8,-4.608
2019-04-20 19:00,13.84,888.9811,11.58,0.439,32.29,4.712,17.7,17.04,0.609,0.368,218.4,0.609,305.5,68.4,211.4,215.9,-3.396
2019-04-20 19:15,13.8,888.5627,12.02,0.219,31.86,4.8,18.41,17.6,0.803,0.553,48.22,0.803,356.9,85,211.7,216.3,-4.108
2019-04-20 19:30,13.81,888.5627,12.27,0.19,30.35,4.896,18.52,17.65,1.032,0.44,354.4,1.032,354.5,40.81,211.3,216,-4.063
2019-04-20 19:45,13.81,888.5627,12.21,0.244,30.51,4.997,18.66,17.58,1.105,0.39,337.8,1.105,7.727,76.74,211,215.7,-3.735
2019-04-20 20:00,13.77,888.536,12.87,0.381,25.52,5.103,19.67,18.63,0.864,0.339,354.5,0.864,311.6,59.23,211.1,216,-4.602
2019-04-20 20:15,13.75,888.1619,12.88,0.445,28.19,5.211,18.58,17.51,0.821,0.409,319.2,0.821,331.9,69.9,211,215.9,-4.179
2019-04-20 20:30,13.81,888.1619,12.77,0.297,27.42,5.319,19.12,18.13,1.322,0.739,320.6,1.322,304.5,59.44,211,215.9,-3.667
2019-04-20 20:45,13.81,888.1619,13.3,0.465,25.93,5.428,19.57,18.48,1.297,0.471,52.85,1.297,328.5,51.01,211,216,-3.951
2019-04-20 21:00,13.81,888.1572,13.22,0.284,25.27,5.537,18.04,17.1,0.962,0.344,286.6,0.962,318.9,71.07,211,216,-4.331
2019-04-20 21:15,13.83,888.0919,13.5,0.389,25.58,5.649,18.76,17.8,0.867,0.424,13.14,0.867,7.778,65.32,210.9,216,-4.701
2019-04-20 21:30,13.81,888.0919,13.68,0.314,23.12,5.764,19.45,18.54,0.999,0.61,94.1,0.999,321.3,78.63,210.9,216.1,-4.382
2019-04-20 21:45,13.81,888.0919,14.02,0.264,21.71,5.88,17.67,18.08,1.003,0.397,253.1,1.003,331.8,83.2,210.8,216.1,-4.393
2019-04-20 22:00,13.8,888.0878,14.13,0.4,21.74,5.996,16.02,18.11,0.866,0.559,53.31,0.866,359.2,77.45,210.8,216.2,-4.376
2019-04-20 22:15,13.81,888.0303,13.42,0.386,21.38,6.114,16.43,17.09,1.065,0.528,66.04,1.065,357,75.76,210.9,216,-4.104
2019-04-20 22:30,13.81,888.0303,14.35,0.216,18.21,6.233,17.97,17.97,1.052,0.494,345.6,1.052,341.4,72.38,210.6,216,-4.807
2019-04-20 22:45,13.83,888.0303,14.13,0.3,18.8,6.353,17.24,17.52,1.037,0.339,73.38,1.037,357.5,71.1,210.7,216.1,-4.307
2019-04-20 23:00,13.82,888.0411,14.56,0.214,19.4,6.472,16.68,17.72,0.774,0.36,343.1,0.774,323.9,59.49,210.7,216.3,-4.412
2019-04-20 23:15,13.83,888.1921,14.12,0.122,19.77,6.589,15.71,16.72,1.092,0.392,236.5,1.092,283,54.43,210.7,216.1,-4.291
2019-04-20 23:30,13.87,888.1921,14.03,0.269,20.54,6.703,15.64,15.61,1.016,0.606,335.9,1.016,294,62.29,210.8,216.2,-3.702
2019-04-20 23:45,13.89,888.1921,13.98,0.217,21.43,6.813,15.72,14.76,1.037,0.489,0.171,1.037,303.4,40.09,210.8,216.2,-3.701
2019-04-21 0:00,13.93,888.2192,13.69,0.211,23.05,6.919,15.98,14.83,1.044,0.398,11.83,1.044,303.1,58.73,210.8,216,-4.366
2019-04-21 0:15,13.96,888.5983,13.28,0.232,21.12,7.017,15.66,14.9,1.083,0.493,303.8,1.083,335.9,54.31,211.2,216.2,-4.603
2019-04-21 0:30,14,888.5983,13.03,0.062,22.03,7.109,15.15,14.68,1.053,0.329,2.224,1.053,323.4,38.01,211.4,216.4,-4.49
2019-04-21 0:45,14.03,888.5983,12.93,0.061,24.75,7.192,14.5,14.03,1.003,0.417,0.498,1.003,334,44.69,211.6,216.5,-4.936
2019-04-21 1:00,14.05,888.6393,12.67,0.181,24.46,7.266,13.88,13.39,0.942,0.367,0.024,0.942,324.7,56.74,211.5,216.3,-4.409
2019-04-21 1:15,14.1,889.2148,12.22,0.182,25.15,7.33,12.91,12.5,1.014,0.429,252.8,1.014,317.5,44.29,211.6,216.3,-4.384
2019-04-21 1:30,14.15,889.2148,10.87,0.399,30.86,7.384,9.22,9.31,0.857,0.379,286.7,0.857,294.5,27.72,211.8,216,-4.534
2019-04-21 1:45,14.2,889.2148,9.32,0.427,33.5,7.428,6.428,6.694,0.342,0.223,344.1,0.342,292.3,23.82,212.6,216.2,-4.08
2019-04-21 2:00,13.81,889.2681,8.72,0.201,37.52,7.463,5.582,5.942,0.404,0.221,272.9,0.404,294.9,20.56,212.8,216.1,-4.264
2019-04-21 2:15,13.3,890.0138,7.791,0.184,38.56,7.487,3.744,4.133,0.085,0.171,288,0.085,295.7,9.64,213.5,216.5,-4.919
2019-04-21 2:30,13.28,890.0138,6.768,0.471,45.13,7.5,2.352,2.83,0.012,0.025,292.1,0.012,307.5,20.21,213.9,216.5,-4.245
2019-04-21 2:45,13.25,890.0138,5.281,0.445,53.65,7.502,1.218,1.633,0.04,0.067,99,0.04,120.4,48.66,214.4,216.5,-4.317
2019-04-21 3:00,13.19,890.0713,3.932,0.426,58.08,7.493,-0.107,0.318,0,0,172.4,0,0,0,214.8,216.4,-4.455
2019-04-21 3:15,13.15,890.876,2.621,0.276,59.37,7.474,-1.167,-0.704,0,0,119.6,0,0,0,215.2,216.2,-4.329
2019-04-21 3:30,13.14,890.876,1.771,0.277,63.41,7.446,-2.076,-1.716,0,0,157.5,0,0,0,214.9,215.6,-3.059
2019-04-21 3:45,13.13,890.876,0.885,0.227,65.32,7.409,-2.569,-2.279,0,0,137.2,0,0,0,215,215.4,-3.456
2019-04-21 4:00,13.1,890.931,0.323,0.111,66.74,7.365,-3.117,-2.922,0,0,136.7,0,0,0,215.3,215.4,-3.972
2019-04-21 4:15,13.08,891.7008,-0.052,0.09,69.33,7.314,-3.42,-3.17,0,0,137.4,0,0,0,215.7,215.7,-4.227
2019-04-21 4:30,13.08,891.7008,-0.253,0.064,72.97,7.257,-3.656,-3.437,0.001,0.002,255.2,0.001,252,0,216.1,216,-4.412
2019-04-21 4:45,13.07,891.7008,-0.489,0.087,74.02,7.195,-3.906,-3.737,0,0,220.8,0,0,0,216.5,216.3,-4.588
2019-04-21 5:00,13.05,891.752,-0.656,0.049,73.29,7.128,-4.138,-3.937,0,0,181.3,0,0,0,216.9,216.7,-4.994
2019-04-21 5:15,13.02,892.4684,-0.705,0.042,72.41,7.057,-4.332,-4.104,0,0,143.5,0,0,0,217.1,216.8,-4.744
2019-04-21 5:30,13.03,892.4684,-0.967,0.136,75.46,6.984,-4.496,-4.37,0,0,143.6,0,0,0,217.2,216.8,-5.001
2019-04-21 5:45,13.02,892.4684,-1.345,0.124,76.29,6.908,-4.725,-4.615,0,0,204.2,0,0,0,217.4,216.9,-5.12
2019-04-21 6:00,13,892.5175,-1.831,0.161,81.3,6.83,-4.897,-4.821,0,0,204.6,0,0,0,217.5,216.8,-4.772
2019-04-21 6:15,12.98,893.2047,-2.281,0.091,85.6,6.752,-5.072,-4.958,0,0,133.8,0,0,0,217.4,216.5,-4.748
2019-04-21 6:30,12.99,893.2047,-2.424,0.045,86.9,6.673,-5.18,-5.007,0,0,150.6,0,0,0,216.2,215.2,-2.602
2019-04-21 6:45,12.98,893.2047,-2.441,0.105,88.4,6.594,-5.349,-5.125,0,0,130.9,0,0,0,215.8,214.9,-3.018
2019-04-21 7:00,12.96,893.259,-2.744,0.047,89.7,6.516,-5.402,-5.273,0.006,0.02,17.9,0.006,228,7.676,216,214.9,-2.976
2019-04-21 7:15,12.94,894.0189,-2.547,0.178,87.7,6.438,-5.526,-5.321,0,0,20.38,0,0,0,215.8,214.8,-3.245
2019-04-21 7:30,12.95,894.0189,-2.556,0.101,89.3,6.36,-5.695,-5.524,0,0,25.87,0,0,0,215.9,214.9,-3.094
2019-04-21 7:45,12.95,894.0189,-2.565,0.086,89.4,6.284,-5.732,-5.383,0,0,43.32,0,0,0,215.9,214.9,-3.143
2019-04-21 8:00,12.93,894.0628,-2.733,0.053,88.8,6.208,-5.567,-5.492,0,0,56.4,0,0,0,215.9,214.8,-3.205
2019-04-21 8:15,12.91,894.6776,-3.141,0.12,91.6,6.134,-5.833,-5.703,0,0,57.6,0,0,0,216,214.8,-3.048
2019-04-21 8:30,12.92,894.6776,-3.335,0.05,91.7,6.06,-6.001,-5.811,0,0,57.88,0,0,0,216.1,214.8,-2.881
2019-04-21 8:45,12.92,894.6776,-3.574,0.06,92.1,5.988,-6.102,-5.92,0,0,57.89,0,0,0,216.2,214.8,-3
2019-04-21 9:00,12.9,894.7109,-3.756,0.034,92.4,5.918,-6.339,-6.178,0,0,57.89,0,0,0,216.3,214.8,-3.253
2019-04-21 9:15,12.88,895.1774,-3.801,0.083,92.8,5.848,-6.371,-6.268,0,0,57.89,0,0,0,216.4,214.9,-3.305
2019-04-21 9:30,12.9,895.1774,-3.836,0.074,91.9,5.78,-6.441,-6.256,0,0,58.15,0,0,0,216.6,215.1,-3.411
2019-04-21 9:45,12.9,895.1774,-3.822,0.06,91.8,5.714,-6.53,-6.309,0,0,57.74,0,0,0,216.8,215.3,-3.633
2019-04-21 10:00,12.88,895.2183,-3.63,0.041,90.4,5.648,-6.485,-6.097,0.003,0.01,79.78,0.003,80.9,0.004,216.7,215.3,-3.568
2019-04-21 10:15,12.86,895.7914,-3.896,0.147,91.3,5.584,-6.621,-6.384,0,0,79.8,0,0,0,217,215.4,-3.799
2019-04-21 10:30,12.87,895.7914,-4.145,0.055,91.3,5.521,-6.845,-6.671,0,0,85.3,0,0,0,217.1,215.4,-3.57
2019-04-21 10:45,12.88,895.7914,-4.243,0.057,91.6,5.46,-6.973,-6.792,0,0,85.5,0,0,0,217.2,215.5,-3.654
2019-04-21 11:00,12.86,895.8301,-4.521,0.121,93.3,5.399,-7.03,-6.82,0,0,85.6,0,0,0,217.3,215.5,-3.655
2019-04-21 11:15,12.85,896.371,-4.935,0.153,94.7,5.34,-7.107,-6.914,0,0,85.8,0,0,0,217.4,215.4,-3.589
2019-04-21 11:30,12.86,896.371,-5.279,0.064,95.1,5.282,-7.235,-7.04,0,0,85.8,0,0,0,217.5,215.4,-3.628
2019-04-21 11:45,12.86,896.371,-5.388,0.04,96.6,5.226,-7.385,-7.334,0,0,85.8,0,0,0,217.6,215.4,-3.577
2019-04-21 12:00,12.84,896.4149,-5.441,0.034,97.1,5.17,-7.553,-7.502,0,0,85.8,0,0,0,217.6,215.4,-3.62
2019-04-21 12:15,12.83,897.0294,-5.601,0.09,96.9,5.115,-7.612,-7.464,0,0,86.1,0,0,0,217.7,215.4,-3.542
2019-04-21 12:30,12.84,897.0294,-5.838,0.045,97.4,5.062,-7.686,-7.571,0,0,152.7,0,0,0,217.8,215.4,-3.574
2019-04-21 12:45,12.84,897.0294,-6.025,0.064,97.1,5.009,-7.696,-7.64,0,0,198.2,0,0,0,217.8,215.4,-3.628
2019-04-21 13:00,12.83,897.0775,-6.046,0.071,97.4,4.958,-7.666,-7.701,0,0,185.2,0,0,0,217.9,215.4,-3.561
2019-04-21 13:15,12.85,897.7506,-6.177,0.068,97.2,4.908,-7.51,-7.493,0,0,167,0,0,0,217.8,215.4,-3.586
2019-04-21 13:30,12.9,897.7506,-6.11,0.05,97.4,4.858,-7.347,-7.367,0,0,166.9,0,0,0,217.8,215.3,-3.587
2019-04-21 13:45,12.96,897.7506,-6.004,0.039,96.5,4.81,-7.126,-7.147,0,0,166.9,0,0,0,217.7,215.3,-3.589
2019-04-21 14:00,12.99,897.7842,-5.943,0.034,96,4.763,-6.861,-6.98,0,0,172.4,0,0,0,217.7,215.3,-3.542
2019-04-21 14:15,13.05,898.2545,-5.66,0.264,96.4,4.717,-6.648,-6.761,0,0,127.2,0,0,0,217.5,215.3,-3.588
2019-04-21 14:30,14.26,898.2545,-4.019,0.573,88.3,4.671,-4.633,-4.771,0,0,83.7,0,0,0,216.9,215.3,-3.149
2019-04-21 14:45,14.72,898.2545,-2.131,0.618,76.87,4.627,-1.162,-1.884,0,0,59.96,0,0,0,216.3,215.4,-3.819
2019-04-21 15:00,14.73,898.2656,-0.588,0.228,75.07,4.584,0.21,-0.487,0.046,0.084,76.33,0.046,74.36,3.57,215.8,215.6,-3.416
2019-04-21 15:15,14.74,898.4209,0.463,0.356,65.4,4.541,1.573,0.637,0.163,0.14,60.62,0.163,71.73,24.14,214.9,215.1,-3.115
2019-04-21 15:30,14.74,898.4209,1.928,0.486,56.51,4.499,4.024,2.998,0.179,0.264,16.77,0.179,29.79,15.77,214.4,215.1,-3.468
2019-04-21 15:45,14.75,898.4209,3.537,0.42,48.67,4.459,6.325,5.405,0.075,0.108,138.5,0.075,98,31.81,213.9,215.2,-3.189
2019-04-21 16:00,14.74,898.399,4.393,0.237,45.89,4.419,7.416,6.511,0.485,0.419,18.84,0.485,71.61,44.9,214.1,215.8,-4.743
2019-04-21 16:15,14.74,898.0917,4.893,0.191,45.81,4.381,9.41,8.48,0.441,0.342,44.36,0.441,0.408,37.53,213.8,215.7,-4.016
2019-04-21 16:30,14.42,898.0917,5.762,0.304,42.2,4.343,10.29,9.65,0.605,0.393,203.1,0.605,10.8,83.6,214.1,216.3,-5.077
2019-04-21 16:45,14.04,898.0917,6.977,0.211,38.93,4.307,11.8,11.37,0.356,0.379,317.9,0.356,215.4,81.4,213.4,216.1,-3.704
2019-04-21 17:00,13.99,898.0743,7.561,0.211,34.23,4.272,12.71,12.26,0.581,0.332,26.67,0.581,58.54,73.73,213.1,216,-4.352
2019-04-21 17:15,13.98,897.8301,8.41,0.241,32.2,4.241,13.54,12.89,0.627,0.427,39.48,0.627,32.36,52.04,212.7,215.9,-4.367
2019-04-21 17:30,13.93,897.8301,8.75,0.321,27.23,4.213,14.32,13.82,0.52,0.443,324.5,0.52,350.7,70.86,212.5,215.9,-4.046
2019-04-21 17:45,13.88,897.8301,9.96,0.638,26.69,4.193,15.59,14.84,0.492,0.348,105.2,0.492,167.6,90,212.1,215.9,-4.533
2019-04-21 18:00,13.86,897.8018,10.55,0.361,26.12,4.182,16.39,15.9,0.955,0.426,215.8,0.955,190.5,67.16,211.8,215.8,-3.937
2019-04-21 18:15,13.87,897.4039,11.36,0.314,26.2,4.186,17.22,16.56,1.221,0.531,234.8,1.221,186.3,55.29,211.7,216,-3.543
2019-04-21 18:30,13.87,897.4039,11.96,0.34,28.24,4.206,18,17.21,1.498,0.424,325.9,1.498,217.2,58.11,211.2,215.8,-3.92
2019-04-21 18:45,13.81,897.4039,12.58,0.264,26.09,4.245,18.89,18.07,1.292,0.657,272.1,1.292,192.9,64.87,211.1,215.9,-4.114
2019-04-21 19:00,13.8,897.3519,12.72,0.362,25.23,4.303,18.63,17.76,1.206,0.459,178.4,1.206,202.6,68.5,210.9,215.8,-3.458
2019-04-21 19:15,13.8,896.6251,12.88,0.358,22.41,4.378,19.29,18.38,0.916,0.513,285.1,0.916,232.2,56.45,211,215.9,-3.796
2019-04-21 19:30,13.77,896.6251,13.43,0.277,23.42,4.47,19.61,18.6,0.939,0.368,118.8,0.939,139.7,64.49,210.7,215.9,-3.239
2019-04-21 19:45,13.74,896.6251,13.84,0.25,21.38,4.575,20.13,19,0.997,0.536,213.2,0.997,186.5,68.01,210.6,215.8,-3.761
2019-04-21 20:00,13.74,896.5973,13.78,0.229,21.33,4.689,20.22,19.16,1.141,0.483,153.3,1.141,142.1,80.9,210.6,215.9,-3.916
2019-04-21 20:15,13.7,896.2072,14.37,0.267,20.36,4.808,21.35,20.18,0.856,0.595,117.7,0.856,170.9,68.91,210.3,215.8,-3.968
2019-04-21 20:30,13.72,896.2072,14.53,0.369,20.33,4.929,20.23,19.16,0.91,0.739,167.4,0.91,227.3,50.1,210.2,215.8,-3.62
2019-04-21 20:45,13.71,896.2072,14.94,0.436,18.64,5.052,20.08,19.32,0.468,0.371,185.9,0.468,244.6,63.64,210,215.7,-3.852
2019-04-21 21:00,13.7,896.1843,15.39,0.301,21.1,5.178,21.46,20.41,0.949,0.451,198.7,0.949,332.3,95.3,209.8,215.6,-3.247
2019-04-21 21:15,13.72,895.8619,15.3,0.194,14.46,5.306,21.28,20.21,0.924,0.468,155,0.924,310.5,78.13,209.9,215.7,-4.047
2019-04-21 21:30,13.69,895.8619,15.69,0.379,16.96,5.438,21.3,20.5,0.874,0.37,254.7,0.874,306.7,70.94,209.6,215.6,-4.595
